"Var1","Var2","Var3","Var4","value"
"B","D","A","B",12.4352881378064
"C","D","A","B",11.6709920366287
"D","D","A","B",11.1735797984055
"E","D","A","B",12.2191483333418
"F","D","A","B",13.8171409220867
"G","D","A","B",13.2422201986886
"H","D","A","B",11.4696606099476
"I","D","A","B",12.4918754259346
"J","D","A","B",10.8763790119845
"K","D","A","B",11.3553455441441
"L","D","A","B",13.5180907673837
"M","D","A","B",11.2361100831619
"N","D","A","B",11.2557615818997
"O","D","A","B",12.8516319457999
"P","D","A","B",12.7649906624398
"Q","D","A","B",10.5580504611349
"R","D","A","B",8.55158760561931
"S","D","A","B",10.6091430700147
"T","D","A","B",11.2548051642829
"U","D","A","B",10.677060637733
"A","E","A","B",8.84864016626782
"B","E","A","B",7.33326388015976
"C","E","A","B",7.90463328433269
"D","E","A","B",8.42907561675687
"E","E","A","B",7.78295041716187
"F","E","A","B",7.51408107233429
"G","E","A","B",7.58241921732169
"H","E","A","B",7.65355664041035
"I","E","A","B",7.75832824166029
"J","E","A","B",7.89977042337821
"K","E","A","B",7.71908372421472
"L","E","A","B",8.37936094432834
"M","E","A","B",8.93830222061479
"N","E","A","B",7.78847193546508
"O","E","A","B",7.79846291293437
"P","E","A","B",6.77937840848503
"Q","E","A","B",6.32998022142267
"R","E","A","B",4.74841558926857
"S","E","A","B",5.92827874855228
"T","E","A","B",8.23946129981787
"U","E","A","B",6.0262083108036
"A","F","A","B",8.56069443943882
"B","F","A","B",6.03715686054923
"C","F","A","B",6.55160080565859
"D","F","A","B",6.75835956237971
"E","F","A","B",5.7993857787281
"F","F","A","B",6.49584954261952
"G","F","A","B",6.954349536911
"H","F","A","B",6.89629334018736
"I","F","A","B",7.31737121826241
"J","F","A","B",5.40942363891283
"K","F","A","B",5.65488921352703
"L","F","A","B",6.23368856765356
"M","F","A","B",6.37545091269266
"N","F","A","B",6.18215755629582
"O","F","A","B",5.70097640983323
"P","F","A","B",6.3948789496014
"Q","F","A","B",5.64819352786215
"R","F","A","B",5.16245383744626
"S","F","A","B",4.73612188812017
"T","F","A","B",4.94919546448227
"U","F","A","B",6.04501121988615
"A","A","B","B",7.59254863324499
"B","A","B","B",5.53279348598606
"C","A","B","B",5.28757302996465
"D","A","B","B",4.83639857592894
"E","A","B","B",5.8023052481668
"F","A","B","B",5.90136764813721
"G","A","B","B",5.98292675587989
"H","A","B","B",5.99362301717809
"I","A","B","B",6.7086282374696
"J","A","B","B",6.30926171793981
"K","A","B","B",6.15286724714309
"L","A","B","B",7.64196979149991
"M","A","B","B",6.24513025931199
"N","A","B","B",5.98359500980839
"O","A","B","B",6.275516947642
"P","A","B","B",5.88605390278117
"Q","A","B","B",5.41106237494559
"R","A","B","B",4.62585453700673
"S","A","B","B",7.71398130817959
"T","A","B","B",6.30077383439295
"U","A","B","B",5.25104765492871
"A","B","B","B",3.80602739661957
"B","B","B","B",2.72421837754072
"C","B","B","B",2.48932272991092
"D","B","B","B",2.22865652162836
"E","B","B","B",2.88049083129847
"F","B","B","B",2.89934939751768
"G","B","B","B",3.08914056236446
"H","B","B","B",2.64988382997141
"I","B","B","B",2.95003599373668
"J","B","B","B",2.80648039055102
"K","B","B","B",2.82605741512861
"L","B","B","B",3.56982401412855
"M","B","B","B",2.59666167663565
"N","B","B","B",2.48193277839746
"O","B","B","B",2.97047676210927
"P","B","B","B",2.88721377524998
"Q","B","B","B",2.57333937373703
"R","B","B","B",2.26200038987405
"S","B","B","B",2.93944021730214
"T","B","B","B",2.44277466937629
"U","B","B","B",2.32108816861673
"A","C","B","B",7.51214860757949
"B","C","B","B",6.26811429763546
"C","C","B","B",5.36788690493698
"D","C","B","B",5.05989733090541
"E","C","B","B",6.91207413875279
"F","C","B","B",6.7363713939008
"G","C","B","B",7.27725455003399
"H","C","B","B",5.92300271943623
"I","C","B","B",6.5862366055103
"J","C","B","B",6.11193513890722
"K","C","B","B",6.11525739849901
"L","C","B","B",8.06298323525153
"M","C","B","B",5.67208223566458
"N","C","B","B",5.36838119501314
"O","C","B","B",6.49733170994345
"P","C","B","B",6.62366805503975
"Q","C","B","B",5.61285285193137
"R","C","B","B",4.66924833051053
"S","C","B","B",6.63047005771511
"T","C","B","B",5.02154934318595
"U","C","B","B",4.86757447677912
"A","D","B","B",10.8927733389401
"B","D","B","B",8.90239675983891
"C","D","B","B",7.58678090204823
"D","D","B","B",6.77098761071112
"E","D","B","B",8.12238596757721
"F","D","B","B",8.02463095087202
"G","D","B","B",9.02421836903191
"H","D","B","B",7.25802489518509
"I","D","B","B",8.47846513767702
"J","D","B","B",6.40125752962397
"K","D","B","B",7.47423322080584
"L","D","B","B",8.78454111457712
"M","D","B","B",7.70844788054197
"N","D","B","B",7.03808412427794
"O","D","B","B",7.98709289420687
"P","D","B","B",8.19252611531777
"Q","D","B","B",6.60882447299976
"R","D","B","B",6.00029489204153
"S","D","B","B",6.56843406121661
"T","D","B","B",5.92657720730239
"U","D","B","B",5.95235563023205
"A","E","B","B",5.40713580384674
"B","E","B","B",4.28847795403921
"C","E","B","B",4.67026923122553
"D","E","B","B",4.22454553568551
"E","E","B","B",4.27728322240967
"F","E","B","B",4.06288216432313
"G","E","B","B",4.55109893286777
"H","E","B","B",4.3582170849514
"I","E","B","B",4.71627599516558
"J","E","B","B",3.21899374844308
"K","E","B","B",4.09807678426446
"L","E","B","B",4.48744807730085
"M","E","B","B",5.49978836951526
"N","E","B","B",4.47087989807873
"O","E","B","B",4.53796608685017
"P","E","B","B",4.2537776255299
"Q","E","B","B",3.89310231811284
"R","E","B","B",2.81768499066942
"S","E","B","B",4.19995747775365
"T","E","B","B",4.14058370516562
"U","E","B","B",3.48902382606526
"A","F","B","B",6.93952692212566
"B","F","B","B",4.87022455546264
"C","F","B","B",5.67574257571279
"D","F","B","B",5.52368188557835
"E","F","B","B",5.86998117707482
"F","F","B","B",5.16923913514679
"G","F","B","B",5.26865575032919
"H","F","B","B",5.39414365489427
"I","F","B","B",6.24902524432846
"J","F","B","B",4.58797249766792
"K","F","B","B",5.01394557500181
"L","F","B","B",5.4555500057736
"M","F","B","B",5.82556918922144
"N","F","B","B",4.97244990114981
"O","F","B","B",5.37502202393885
"P","F","B","B",5.37067647480603
"Q","F","B","B",4.88098988207752
"R","F","B","B",4.71180245587251
"S","F","B","B",4.50340584348216
"T","F","B","B",4.45645388992389
"U","F","B","B",4.33674384075691
"A","A","C","B",28.3498342373486
"B","A","C","B",19.4834974526583
"C","A","C","B",18.5500656329024
"D","A","C","B",17.9902484970569
"E","A","C","B",19.4910196371662
"F","A","C","B",19.9922843516946
"G","A","C","B",20.9556524980402
"H","A","C","B",20.2261169703848
"I","A","C","B",22.0904537303481
"J","A","C","B",20.149893838686
"K","A","C","B",20.6664473211107
"L","A","C","B",24.7104168600827
"M","A","C","B",21.7622740258426
"N","A","C","B",19.2292259458248
"O","A","C","B",20.9277393314713
"P","A","C","B",20.5686728332498
"Q","A","C","B",17.2085833554693
"R","A","C","B",14.8657437787642
"S","A","C","B",24.5921996576496
"T","A","C","B",19.8298546185361
"U","A","C","B",20.6940877665828
"A","B","C","B",10.4483401334828
"B","B","C","B",7.28387249883443
"C","B","C","B",6.53266706507566
"D","B","C","B",6.09158357626957
"E","B","C","B",7.03057083668451
"F","B","C","B",7.22043773240537
"G","B","C","B",7.71156180699897
"H","B","C","B",6.49003212068655
"I","B","C","B",7.0752124434527
"J","B","C","B",7.1152119746709
"K","B","C","B",7.34686632826253
"L","B","C","B",8.92949029018173
"M","B","C","B",7.03193005703358
"N","B","C","B",6.3687525816924
"O","B","C","B",7.4878364870188
"P","B","C","B",7.81265499329662
"Q","B","C","B",6.36277260505249
"R","B","C","B",5.98959312035885
"S","B","C","B",7.65895911557727
"T","B","C","B",6.01911164657594
"U","B","C","B",6.42738622961429
"A","C","C","B",12.1832441657357
"B","C","C","B",9.43039127165076
"C","C","C","B",7.51194495402529
"D","C","C","B",7.14880919809887
"E","C","C","B",9.20615880119308
"F","C","C","B",8.78732964936994
"G","C","C","B",10.3529844844536
"H","C","C","B",8.63239480417468
"I","C","C","B",8.91095692954669
"J","C","C","B",9.04801988702238
"K","C","C","B",9.42151598675169
"L","C","C","B",13.4660323564689
"M","C","C","B",8.8378476399039
"N","C","C","B",7.78764464877013
"O","C","C","B",9.20134778613614
"P","C","C","B",9.39610091832144
"Q","C","C","B",7.55771513763762
"R","C","C","B",6.1695046017755
"S","C","C","B",10.8389263489755
"T","C","C","B",5.99719947736905
"U","C","C","B",6.13808903367411
"A","D","C","B",14.5083544474916
"B","D","C","B",12.3695198775723
"C","D","C","B",9.96019788995164
"D","D","C","B",8.1793734489546
"E","D","C","B",11.5043199450066
"F","D","C","B",11.2269446129762
"G","D","C","B",11.7811432321099
"H","D","C","B",8.70922010328076
"I","D","C","B",11.0166141049326
"J","D","C","B",8.78213409206213
"K","D","C","B",10.2650188326634
"L","D","C","B",11.9538017155959
"M","D","C","B",9.8542121056905
"N","D","C","B",8.80586006111086
"O","D","C","B",11.1312159890168
"P","D","C","B",11.5045176952138
"Q","D","C","B",7.93736022929672
"R","D","C","B",8.54723076809715
"S","D","C","B",9.38673292552301
"T","D","C","B",5.84400452727149
"U","D","C","B",5.98684191897717
"A","E","C","B",7.13411307667119
"B","E","C","B",7.49715610829081
"C","E","C","B",8.08770676217654
"D","E","C","B",7.55076759899109
"E","E","C","B",9.07572815919974
"F","E","C","B",8.10622982988628
"G","E","C","B",7.72502871054584
"H","E","C","B",8.07960156275795
"I","E","C","B",9.68951052195835
"J","E","C","B",5.83341218668083
"K","E","C","B",6.81584558442322
"L","E","C","B",7.8724693883632
"M","E","C","B",9.527894719297
"N","E","C","B",6.90439619339196
"O","E","C","B",8.26736341116387
"P","E","C","B",8.01028735002229
"Q","E","C","B",6.6995395978408
"R","E","C","B",4.77741821804171
"S","E","C","B",9.05700371359402
"T","E","C","B",4.89900868864597
"U","E","C","B",5.85313444194569
"A","F","C","B",10.6655821700346
"B","F","C","B",6.76958620544985
"C","F","C","B",9.05186725184726
"D","F","C","B",8.09219280456395
"E","F","C","B",9.79892236059954
"F","F","C","B",8.55291221504133
"G","F","C","B",8.02311598955301
"H","F","C","B",8.46137396361146
"I","F","C","B",10.2886583808721
"J","F","C","B",8.23916709323999
"K","F","C","B",8.00095528045552
"L","F","C","B",8.99413547570658
"M","F","C","B",8.8405746610702
"N","F","C","B",8.34328110380345
"O","F","C","B",9.81250317069277
"P","F","C","B",8.79120172308698
"Q","F","C","B",7.70005394231894
"R","F","C","B",8.55309559964315
"S","F","C","B",8.71145553281269
"T","F","C","B",7.97802142775858
"U","F","C","B",6.05005574112365
"A","A","D","B",21.2161224256521
"B","A","D","B",16.3568515407826
"C","A","D","B",16.9545753828907
"D","A","D","B",16.2901460115594
"E","A","D","B",18.3176586015096
"F","A","D","B",19.8850965325011
"G","A","D","B",17.4936340909637
"H","A","D","B",17.121229079056
"I","A","D","B",18.1549493996297
"J","A","D","B",16.95422773573
"K","A","D","B",17.0372559260899
"L","A","D","B",20.227489315143
"M","A","D","B",16.8873629492047
"N","A","D","B",17.1506806804917
"O","A","D","B",16.4524251683858
"P","A","D","B",16.2609199086861
"Q","A","D","B",13.282558134577
"R","A","D","B",10.4751893826029
"S","A","D","B",16.3779014067033
"T","A","D","B",16.3149980860603
"U","A","D","B",13.2799315893216
"A","B","D","B",10.2248302339382
"B","B","D","B",7.380279271859
"C","B","D","B",7.57375545341784
"D","B","D","B",6.68462338213506
"E","B","D","B",8.74712593108438
"F","B","D","B",7.44913227408566
"G","B","D","B",8.09822169494977
"H","B","D","B",6.93665940816718
"I","B","D","B",7.53671496497288
"J","B","D","B",7.16495261732306
"K","B","D","B",7.13509120889242
"L","B","D","B",8.15980188546299
"M","B","D","B",6.94011394245077
"N","B","D","B",6.38917906691415
"O","B","D","B",7.18369572108237
"P","B","D","B",7.03590666059658
"Q","B","D","B",5.69843143567643
"R","B","D","B",4.75416703304989
"S","B","D","B",6.24576751192119
"T","B","D","B",5.66956517200594
"U","B","D","B",5.2649207524913
"A","C","D","B",15.6761395513313
"B","C","D","B",12.6271635874192
"C","C","D","B",11.4863063038065
"D","C","D","B",8.36028726085751
"E","C","D","B",10.1684419330938
"F","C","D","B",9.54623947857945
"G","C","D","B",12.3867183807795
"H","C","D","B",10.0024561591209
"I","C","D","B",11.9235898372834
"J","C","D","B",8.56960901782766
"K","C","D","B",9.3708258721099
"L","C","D","B",12.1193548461827
"M","C","D","B",9.01637557298346
"N","C","D","B",8.43068046804338
"O","C","D","B",7.33360616386737
"P","C","D","B",9.68118781549837
"Q","C","D","B",7.42281419655304
"R","C","D","B",7.22332076988084
"S","C","D","B",7.87937691144075
"T","C","D","B",6.22336061784067
"U","C","D","B",6.80650132808671
"A","D","D","B",26.8272080527348
"B","D","D","B",21.503394485096
"C","D","D","B",19.9272067560949
"D","D","D","B",15.5158762437228
"E","D","D","B",21.4603299443037
"F","D","D","B",15.8277851146762
"G","D","D","B",22.3948989110162
"H","D","D","B",16.4654100875525
"I","D","D","B",20.2091232364857
"J","D","D","B",15.8188376872045
"K","D","D","B",17.6752696801503
"L","D","D","B",19.02587429392
"M","D","D","B",18.5649358431946
"N","D","D","B",15.7441227136128
"O","D","D","B",19.3837503393884
"P","D","D","B",18.4269338647809
"Q","D","D","B",14.5658787134899
"R","D","D","B",12.9364712336626
"S","D","D","B",12.0602113802494
"T","D","D","B",11.4704581330206
"U","D","D","B",13.0056343080762
"A","E","D","B",14.5035869309477
"B","E","D","B",11.185205609655
"C","E","D","B",13.3957280245043
"D","E","D","B",10.5504774267424
"E","E","D","B",12.3417625085685
"F","E","D","B",12.1191597589686
"G","E","D","B",13.9615786178748
"H","E","D","B",11.0810352643014
"I","E","D","B",13.5956250374618
"J","E","D","B",9.50951290150531
"K","E","D","B",11.7807714906697
"L","E","D","B",13.0770675779999
"M","E","D","B",13.7774320766063
"N","E","D","B",11.9804875818112
"O","E","D","B",13.9118571989686
"P","E","D","B",13.8246552806406
"Q","E","D","B",11.2717783392348
"R","E","D","B",8.45373251638327
"S","E","D","B",9.25549506775601
"T","E","D","B",8.72534767016398
"U","E","D","B",9.51621006077955
"A","F","D","B",17.9444833421974
"B","F","D","B",13.7626691050628
"C","F","D","B",15.8211256829184
"D","F","D","B",15.3475661999831
"E","F","D","B",19.4112903480178
"F","F","D","B",14.3567568399873
"G","F","D","B",14.9909504550927
"H","F","D","B",15.0706180348113
"I","F","D","B",17.5817343748115
"J","F","D","B",14.0036518169058
"K","F","D","B",14.4351104901642
"L","F","D","B",16.3641759031465
"M","F","D","B",16.455315921979
"N","F","D","B",13.4256456115016
"O","F","D","B",17.5499030644587
"P","F","D","B",15.547025957869
"Q","F","D","B",13.1825948187365
"R","F","D","B",10.6583428268436
"S","F","D","B",11.3684013660625
"T","F","D","B",12.2035801393651
"U","F","D","B",10.981405480367
"A","A","E","B",9.23489208287381
"B","A","E","B",7.89873904575454
"C","A","E","B",8.72305759243862
"D","A","E","B",8.67838232637757
"E","A","E","B",9.62569121520332
"F","A","E","B",10.8293740315291
"G","A","E","B",8.75015048322797
"H","A","E","B",8.53876995283798
"I","A","E","B",9.36435425841384
"J","A","E","B",8.7198975752148
"K","A","E","B",8.83326324070585
"L","A","E","B",9.35059403631533
"M","A","E","B",8.56933966719166
"N","A","E","B",6.68327327243498
"O","A","E","B",9.54672183088031
"P","A","E","B",8.14215659873173
"Q","A","E","B",6.87676286622928
"R","A","E","B",5.20098286929165
"S","A","E","B",10.2205804736242
"T","A","E","B",7.42524515724233
"U","A","E","B",6.30789526285624
"A","B","E","B",4.35893935643036
"B","B","E","B",3.26810291981865
"C","B","E","B",3.38490612691349
"D","B","E","B",2.55248844334846
"E","B","E","B",3.5870712443116
"F","B","E","B",3.46464051444926
"G","B","E","B",3.04894229327864
"H","B","E","B",3.02303961536413
"I","B","E","B",3.1067145406319
"J","B","E","B",2.32691993198557
"K","B","E","B",2.8498888687648
"L","B","E","B",3.11211831057686
"M","B","E","B",2.97498999664555
"N","B","E","B",2.31531216601941
"O","B","E","B",3.01598571899558
"P","B","E","B",3.35349229090836
"Q","B","E","B",2.58519838638462
"R","B","E","B",1.88289915380589
"S","B","E","B",2.84899475044606
"T","B","E","B",2.5845076175095
"U","B","E","B",1.91766777093383
"A","C","E","B",8.6315295083375
"B","C","E","B",6.45177460530628
"C","C","E","B",6.13963985710182
"D","C","E","B",4.36720443236462
"E","C","E","B",5.61189927608971
"F","C","E","B",5.35299640864266
"G","C","E","B",5.30917240902607
"H","C","E","B",5.24826386031167
"I","C","E","B",5.92088177896273
"J","C","E","B",2.57465308623337
"K","C","E","B",4.38020370842939
"L","C","E","B",5.5351695785354
"M","C","E","B",4.48366938579414
"N","C","E","B",3.43798867365657
"O","C","E","B",4.20778372018365
"P","C","E","B",5.72556171773956
"Q","C","E","B",3.15477884543563
"R","C","E","B",3.80388049937446
"S","C","E","B",2.90201475532044
"T","C","E","B",6.23512701107667
"U","C","E","B",2.38761248957929
"A","D","E","B",15.8266173345765
"B","D","E","B",11.7650457132537
"C","D","E","B",10.9691305922501
"D","D","E","B",8.96754082716215
"E","D","E","B",10.1062846929081
"F","D","E","B",9.22734294021541
"G","D","E","B",10.2269556348633
"H","D","E","B",9.83698707071846
"I","D","E","B",11.5166180295583
"J","D","E","B",8.01738291034676
"K","D","E","B",10.3314461250361
"L","D","E","B",11.619631440545
"M","D","E","B",9.81674175654489
"N","D","E","B",9.04765709411559
"O","D","E","B",10.2729536536877
"P","D","E","B",11.5247878333645
"Q","D","E","B",7.62344422833046
"R","D","E","B",7.0093763644938
"S","D","E","B",5.69525304237004
"T","D","E","B",9.08098615769174
"U","D","E","B",6.07264494383629
"A","E","E","B",11.9626042548887
"B","E","E","B",9.17957464271162
"C","E","E","B",10.9435987803304
"D","E","E","B",13.3013944086264
"E","E","E","B",10.6436539698745
"F","E","E","B",11.3371165349625
"G","E","E","B",11.296286072834
"H","E","E","B",11.2414715441751
"I","E","E","B",13.0307865087126
"J","E","E","B",12.4411044960947
"K","E","E","B",12.4260973640392
"L","E","E","B",13.7870500864739
"M","E","E","B",13.0976136489436
"N","E","E","B",10.3935103984432
"O","E","E","B",14.2601973231092
"P","E","E","B",12.1483235450171
"Q","E","E","B",9.79229262173476
"R","E","E","B",7.86702283226877
"S","E","E","B",8.50354389876978
"T","E","E","B",10.267536077661
"U","E","E","B",8.2836137029654
"A","F","E","B",10.1295691268466
"B","F","E","B",7.4754338143166
"C","F","E","B",8.25713953109451
"D","F","E","B",9.43500916171781
"E","F","E","B",9.33004704899489
"F","F","E","B",8.76423226469038
"G","F","E","B",8.17954875814313
"H","F","E","B",8.6611458623996
"I","F","E","B",10.6377486647435
"J","F","E","B",7.77622930808012
"K","F","E","B",9.25994234125427
"L","F","E","B",10.3188790733702
"M","F","E","B",9.40450780854354
"N","F","E","B",7.17543176643279
"O","F","E","B",9.28667261969144
"P","F","E","B",9.05526326738142
"Q","F","E","B",7.2117023086436
"R","F","E","B",4.99801845358777
"S","F","E","B",6.36571875789993
"T","F","E","B",6.63589988520967
"U","F","E","B",5.38650669770697
"A","A","F","B",14.6674657616744
"B","A","F","B",10.8715833957348
"C","A","F","B",10.7076658996562
"D","A","F","B",11.1054468843123
"E","A","F","B",10.5385576327144
"F","A","F","B",9.01817904478248
"G","A","F","B",11.1873126093914
"H","A","F","B",10.7686467481887
"I","A","F","B",11.7390487102121
"J","A","F","B",9.61200326092457
"K","A","F","B",10.715690967165
"L","A","F","B",11.5228106303324
"M","A","F","B",12.3823909911682
"N","A","F","B",11.3024928984783
"O","A","F","B",10.0735316901065
"P","A","F","B",9.61641136219911
"Q","A","F","B",10.0629663009725
"R","A","F","B",8.38756295860909
"S","A","F","B",8.01877718752371
"T","A","F","B",10.2863193109155
"U","A","F","B",8.464482389295
"A","B","F","B",7.19059720004456
"B","B","F","B",6.34305521426633
"C","B","F","B",5.20906171894157
"D","B","F","B",5.32933667667414
"E","B","F","B",5.81766180580281
"F","B","F","B",5.06793154082674
"G","B","F","B",5.99273221130941
"H","B","F","B",5.24814051840814
"I","B","F","B",4.77102996566395
"J","B","F","B",4.56705829719574
"K","B","F","B",5.3616127117774
"L","B","F","B",5.51681497261638
"M","B","F","B",5.44311242119032
"N","B","F","B",5.03790549846866
"O","B","F","B",5.41887232100852
"P","B","F","B",5.74278092282897
"Q","B","F","B",4.99635432008407
"R","B","F","B",4.21182371400015
"S","B","F","B",4.36920765191555
"T","B","F","B",4.43563482388513
"U","B","F","B",3.87863274648122
"A","C","F","B",10.8254980254046
"B","C","F","B",9.43056415132809
"C","C","F","B",8.31368502414525
"D","C","F","B",8.14643072189716
"E","C","F","B",10.0816909111507
"F","C","F","B",9.4348265881359
"G","C","F","B",10.4308219230838
"H","C","F","B",8.85656342541718
"I","C","F","B",8.35502108381301
"J","C","F","B",7.6929392057877
"K","C","F","B",9.80843882256729
"L","C","F","B",10.2602294963315
"M","C","F","B",8.70013059251668
"N","C","F","B",7.5997497083523
"O","C","F","B",8.3314518392551
"P","C","F","B",9.41269384213662
"Q","C","F","B",8.37953295930207
"R","C","F","B",8.78376065204072
"S","C","F","B",8.2488877857906
"T","C","F","B",7.09383436532299
"U","C","F","B",6.15084991109736
"A","D","F","B",16.372818910425
"B","D","F","B",15.3537356402523
"C","D","F","B",13.2558523928148
"D","D","F","B",11.609016672619
"E","D","F","B",15.2001539328245
"F","D","F","B",13.6431036271421
"G","D","F","B",14.6317822001587
"H","D","F","B",12.4979985734606
"I","D","F","B",12.0560156938356
"J","D","F","B",9.95555853324318
"K","D","F","B",13.7386888873657
"L","D","F","B",14.3183709250584
"M","D","F","B",12.6999172387783
"N","D","F","B",11.2203227252523
"O","D","F","B",13.670065800574
"P","D","F","B",14.5256658140035
"Q","D","F","B",10.8782465358925
"R","D","F","B",9.07386073599941
"S","D","F","B",10.457653447939
"T","D","F","B",9.77752127823268
"U","D","F","B",8.48488177665065
"A","E","F","B",7.69667351496077
"B","E","F","B",8.19392527339933
"C","E","F","B",8.70949320361879
"D","E","F","B",6.76482012949773
"E","E","F","B",7.98636490394865
"F","E","F","B",6.98478548687428
"G","E","F","B",7.65013089502973
"H","E","F","B",7.70172044642524
"I","E","F","B",8.06760297025308
"J","E","F","B",5.79157472483708
"K","E","F","B",8.113477173417
"L","E","F","B",8.84106492672152
"M","E","F","B",9.33539850878919
"N","E","F","B",6.77325964115963
"O","E","F","B",7.59355222806255
"P","E","F","B",7.52036338569254
"Q","E","F","B",6.6635299686879
"R","E","F","B",4.69757411819766
"S","E","F","B",5.80744299018273
"T","E","F","B",5.64500728981309
"U","E","F","B",5.01869065416344
"A","F","F","B",8.78659238033328
"B","F","F","B",6.71837027724959
"C","F","F","B",7.2918896687233
"D","F","F","B",5.29987356326118
"E","F","F","B",7.73606253948814
"F","F","F","B",4.8142393730832
"G","F","F","B",7.58854132705994
"H","F","F","B",6.50641429553065
"I","F","F","B",8.54118200959938
"J","F","F","B",5.89135888955167
"K","F","F","B",6.03231656154246
"L","F","F","B",6.98084323350825
"M","F","F","B",7.71928496212138
"N","F","F","B",6.41732808285358
"O","F","F","B",7.09557601864199
"P","F","F","B",6.22320712496241
"Q","F","F","B",5.50368045915298
"R","F","F","B",3.96645922539286
"S","F","F","B",4.23467452826756
"T","F","F","B",5.57089983632516
"U","F","F","B",3.93845153459995
"A","A","A","C",6.2322725888326
"B","A","A","C",4.65971913213816
"C","A","A","C",4.43602243960778
"D","A","A","C",4.32183988876396
"E","A","A","C",5.58026873718094
"F","A","A","C",5.19419006272324
"G","A","A","C",5.32574341542156
"H","A","A","C",4.94613422911899
"I","A","A","C",5.36126481833552
"J","A","A","C",5.56745881154786
"K","A","A","C",5.67223026807933
"L","A","A","C",5.97166713593527
"M","A","A","C",5.66585234901556
"N","A","A","C",4.2585898047498
"O","A","A","C",6.37613427987971
"P","A","A","C",5.38418688430675
"Q","A","A","C",4.76407202259428
"R","A","A","C",4.0545454651088
"S","A","A","C",6.97064322279337
"T","A","A","C",4.97524620516378
"U","A","A","C",3.11212997083631
"A","B","A","C",3.67001141198469
"B","B","A","C",2.93542225663023
"C","B","A","C",2.80916910953695
"D","B","A","C",2.58406999362041
"E","B","A","C",3.39510711072868
"F","B","A","C",3.82083167420887
"G","B","A","C",3.61193667925946
"H","B","A","C",2.92496284360292
"I","B","A","C",3.15846318516923
"J","B","A","C",3.23318927245346
"K","B","A","C",3.34370037192953
"L","B","A","C",3.82835475216881
"M","B","A","C",2.91289931959439
"N","B","A","C",2.82797237419081
"O","B","A","C",3.93851119102891
"P","B","A","C",3.73889789225864
"Q","B","A","C",3.24091643812519
"R","B","A","C",2.4854946796421
"S","B","A","C",3.72410542743249
"T","B","A","C",3.03149629702966
"U","B","A","C",2.41435280708656
"A","C","A","C",12.3423616374158
"B","C","A","C",10.7709443765993
"C","C","A","C",10.5522721384727
"D","C","A","C",10.2209769129818
"E","C","A","C",13.4313862413666
"F","C","A","C",14.1648059758412
"G","C","A","C",13.2982798178032
"H","C","A","C",10.7024982349825
"I","C","A","C",10.9128964790354
"J","C","A","C",12.151244860852
"K","C","A","C",12.0160446820116
"L","C","A","C",13.4436127014948
"M","C","A","C",10.9096245824971
"N","C","A","C",10.2379356216869
"O","C","A","C",14.0007837112812
"P","C","A","C",12.6776240669834
"Q","C","A","C",10.9555078714
"R","C","A","C",8.24358289893021
"S","C","A","C",12.9257360398424
"T","C","A","C",11.5814708130704
"U","C","A","C",10.4482829082776
"A","D","A","C",16.5249307696765
"B","D","A","C",13.8774696594157
"C","D","A","C",13.3273463058668
"D","D","A","C",12.3317772058336
"E","D","A","C",13.2304843328112
"F","D","A","C",15.4581945746099
"G","D","A","C",14.5550487804506
"H","D","A","C",12.7053270304193
"I","D","A","C",13.4762977374818
"J","D","A","C",12.9523583009235
"K","D","A","C",13.491382983219
"L","D","A","C",15.5338639702099
"M","D","A","C",12.7159919671942
"N","D","A","C",12.7245343757655
"O","D","A","C",13.9349905332908
"P","D","A","C",14.2370317540412
"Q","D","A","C",11.8755970252572
"R","D","A","C",9.77313199114572
"S","D","A","C",11.8743416900252
"T","D","A","C",12.491759617203
"U","D","A","C",11.841072803758
"A","E","A","C",10.1124099142539
"B","E","A","C",8.36610093497052
"C","E","A","C",9.11387553557562
"D","E","A","C",9.46487911118177
"E","E","A","C",8.38976330023328
"F","E","A","C",8.3289301102492
"G","E","A","C",8.22892082650142
"H","E","A","C",8.40186963519673
"I","E","A","C",8.37178504288988
"J","E","A","C",9.36229897704235
"K","E","A","C",9.46311929401235
"L","E","A","C",9.92904567166125
"M","E","A","C",9.75075773375355
"N","E","A","C",8.69184757248387
"O","E","A","C",8.63284893971305
"P","E","A","C",7.68096763000969
"Q","E","A","C",7.09659470510021
"R","E","A","C",5.56870421169337
"S","E","A","C",6.54511581117731
"T","E","A","C",9.22208649976327
"U","E","A","C",6.48828709401682
"A","F","A","C",9.24118559879841
"B","F","A","C",6.94208617557514
"C","F","A","C",7.34889335756091
"D","F","A","C",7.00554625825182
"E","F","A","C",6.26244824620542
"F","F","A","C",7.12945166215357
"G","F","A","C",7.82582466087907
"H","F","A","C",7.636514044625
"I","F","A","C",7.69818924780604
"J","F","A","C",6.18508916633971
"K","F","A","C",6.47588904975147
"L","F","A","C",7.27272044192451
"M","F","A","C",6.71224180387696
"N","F","A","C",6.80976888213791
"O","F","A","C",5.99220611947661
"P","F","A","C",7.1508066309879
"Q","F","A","C",6.14646535581492
"R","F","A","C",5.71997796766645
"S","F","A","C",5.37524946788986
"T","F","A","C",5.40342268852335
"U","F","A","C",6.75281279242473
"A","A","B","C",7.87577505796071
"B","A","B","C",6.04184847620051
"C","A","B","C",5.80103928752079
